uf,escolaridade,ordem_escolaridade,curso,ordem_area_atuacao,area_atuacao,inscritos,selecionados,nao_cert,certificados,abandonos,evasoes
CE,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,3,Conselhos,1,0,0,0,0,0
CE,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,5,Secretaria de Saúde,1,0,0,0,0,0
CE,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,1,1,1,0,0,0
CE,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,7,Outros,6,0,0,0,0,0
CE,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,18,0,0,0,0,0
CE,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,8,1,0,0,1,0
CE,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,3,Conselhos,6,0,0,0,0,0
CE,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,3,0,0,0,0,0
CE,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,7,Outros,28,0,0,0,0,0
CE,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,13,0,0,0,0,0
CE,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,5,1,1,0,0,0
CE,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,3,Conselhos,5,0,0,0,0,0
CE,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,4,Secretaria de Educação,5,0,0,0,0,0
CE,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,5,Secretaria de Saúde,1,0,0,0,0,0
CE,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,1,0,0,0,0,0
CE,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,7,Outros,9,0,0,0,0,0
CE,Mestrando,6,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,1,0,0,0,0,0
CE,Mestrando,6,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,1,1,0,1,0,0
CE,Mestrado,7,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
CE,Mestrado,7,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,2,0,0,0,0,0
CE,Mestrado,7,Justiça e Práticas Restaurativas - 01/2016,7,Outros,1,0,0,0,0,0
DF,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,2,2,1,1,0,0
DF,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,3,Conselhos,1,0,0,0,0,0
DF,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,1,0,0,0,0,0
DF,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,7,Outros,3,0,0,0,0,0
DF,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,9,5,3,2,0,0
DF,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,3,Conselhos,1,0,0,0,0,0
DF,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,2,0,0,0,0,0
DF,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,7,Outros,12,3,0,3,0,0
DF,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,13,8,3,3,2,0
DF,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,3,Conselhos,1,0,0,0,0,0
DF,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,4,Secretaria de Educação,3,0,0,0,0,0
DF,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,1,0,0,0,0,0
DF,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,7,Outros,11,2,0,2,0,0
DF,Mestrando,6,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,2,2,0,2,0,0
DF,Mestrado,7,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,2,2,0,2,0,0
DF,Mestrado,7,Justiça e Práticas Restaurativas - 01/2016,7,Outros,2,1,0,0,1,0
DF,Doutorando,8,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
DF,Doutorando,8,Justiça e Práticas Restaurativas - 01/2016,7,Outros,1,0,0,0,0,0
DF,Doutorado,9,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
DF,Doutorado,9,Justiça e Práticas Restaurativas - 01/2016,7,Outros,1,1,0,0,1,0
ES,Fundamental Completo,1,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,1,0,0,0,0,0
ES,Fundamental Completo,1,Justiça e Práticas Restaurativas - 01/2016,5,Secretaria de Saúde,1,0,0,0,0,0
ES,Médio Completo,2,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,61,7,3,1,2,1
ES,Médio Completo,2,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,3,0,0,0,0,0
ES,Médio Completo,2,Justiça e Práticas Restaurativas - 01/2016,3,Conselhos,1,0,0,0,0,0
ES,Médio Completo,2,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,6,0,0,0,0,0
ES,Médio Completo,2,Justiça e Práticas Restaurativas - 01/2016,7,Outros,12,0,0,0,0,0
ES,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,26,0,0,0,0,0
ES,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,1,1,1,0,0,0
ES,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,3,Conselhos,2,0,0,0,0,0
ES,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,4,Secretaria de Educação,2,0,0,0,0,0
ES,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,5,Secretaria de Saúde,2,0,0,0,0,0
ES,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,1,0,0,0,0,0
ES,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,7,Outros,14,2,1,1,0,0
ES,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,78,9,1,7,1,0
ES,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,17,1,0,1,0,0
ES,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,3,Conselhos,2,0,0,0,0,0
ES,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,10,3,0,3,0,0
ES,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,7,Outros,36,1,0,0,1,0
ES,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,57,9,1,7,0,1
ES,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,7,1,0,1,0,0
ES,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,3,Conselhos,2,0,0,0,0,0
ES,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,4,Secretaria de Educação,1,0,0,0,0,0
ES,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,5,Secretaria de Saúde,2,0,0,0,0,0
ES,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,8,1,1,0,0,0
ES,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,7,Outros,24,3,0,2,1,0
ES,Mestrando,6,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
ES,Mestrando,6,Justiça e Práticas Restaurativas - 01/2016,3,Conselhos,1,0,0,0,0,0
ES,Mestrando,6,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,1,1,0,1,0,0
ES,Mestrando,6,Justiça e Práticas Restaurativas - 01/2016,7,Outros,1,1,0,1,0,0
ES,Mestrado,7,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,2,0,0,0,0,0
ES,Mestrado,7,Justiça e Práticas Restaurativas - 01/2016,3,Conselhos,1,0,0,0,0,0
ES,Mestrado,7,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,2,0,0,0,0,0
ES,Doutorado,9,Justiça e Práticas Restaurativas - 01/2016,7,Outros,1,0,0,0,0,0
GO,Médio Completo,2,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,1,1,0,0,0
GO,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,1,1,1,0,0,0
GO,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,2,2,2,0,0,0
GO,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,10,6,0,2,2,2
GO,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,4,0,0,0,0,0
GO,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,3,Conselhos,1,0,0,0,0,0
GO,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,4,0,0,0,0,0
GO,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,7,Outros,6,2,1,1,0,0
GO,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,14,9,4,5,0,0
GO,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,3,1,0,1,0,0
GO,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,3,Conselhos,1,0,0,0,0,0
GO,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,5,Secretaria de Saúde,1,0,0,0,0,0
GO,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,1,0,0,0,0,0
GO,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,7,Outros,3,0,0,0,0,0
GO,Mestrando,6,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
GO,Mestrado,7,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
MA,Médio Completo,2,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
MA,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,6,1,0,0,1,0
MA,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,1,0,0,0,0,0
MA,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,1,0,0,0,0,0
MA,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,7,Outros,2,0,0,0,0,0
MA,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,15,2,1,0,1,0
MA,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,2,1,0,0,0,1
MA,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,3,Conselhos,1,0,0,0,0,0
MA,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,1,0,0,0,0,0
MA,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,7,Outros,8,1,0,0,1,0
MA,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,7,2,0,2,0,0
MA,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,4,0,0,0,0,0
MA,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,7,Outros,1,0,0,0,0,0
MA,Mestrando,6,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,1,0,0,0,0,0
MG,Médio Completo,2,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,5,1,1,0,0,0
MG,Médio Completo,2,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,1,0,0,0,0,0
MG,Médio Completo,2,Justiça e Práticas Restaurativas - 01/2016,4,Secretaria de Educação,1,1,0,1,0,0
MG,Médio Completo,2,Justiça e Práticas Restaurativas - 01/2016,7,Outros,3,0,0,0,0,0
MG,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,20,2,1,0,0,1
MG,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,5,2,0,1,1,0
MG,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,5,Secretaria de Saúde,1,0,0,0,0,0
MG,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,18,0,0,0,0,0
MG,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,7,Outros,14,0,0,0,0,0
MG,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,19,5,2,2,0,1
MG,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,19,2,1,0,1,0
MG,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,3,Conselhos,1,0,0,0,0,0
MG,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,4,Secretaria de Educação,2,0,0,0,0,0
MG,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,4,1,0,1,0,0
MG,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,7,Outros,17,1,1,0,0,0
MG,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,16,6,0,6,0,0
MG,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,17,1,0,1,0,0
MG,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,3,Conselhos,1,0,0,0,0,0
MG,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,4,Secretaria de Educação,1,0,0,0,0,0
MG,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,12,1,1,0,0,0
MG,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,7,Outros,7,0,0,0,0,0
MG,Mestrando,6,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
MG,Mestrando,6,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,1,0,0,0,0,0
MG,Mestrando,6,Justiça e Práticas Restaurativas - 01/2016,4,Secretaria de Educação,2,1,0,0,0,1
MG,Mestrando,6,Justiça e Práticas Restaurativas - 01/2016,7,Outros,2,0,0,0,0,0
MG,Mestrado,7,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,1,1,0,0,0
MG,Mestrado,7,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,1,0,0,0,0,0
MG,Mestrado,7,Justiça e Práticas Restaurativas - 01/2016,5,Secretaria de Saúde,1,0,0,0,0,0
MG,Mestrado,7,Justiça e Práticas Restaurativas - 01/2016,7,Outros,3,0,0,0,0,0
MG,Doutorando,8,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,1,0,0,0,0,0
MG,Doutorando,8,Justiça e Práticas Restaurativas - 01/2016,7,Outros,2,0,0,0,0,0
MG,Doutorado,9,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,1,1,0,0,1,0
MS,Médio Completo,2,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,2,2,0,2,0,0
MS,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
MS,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,1,0,0,0,0,0
MS,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,7,Outros,1,0,0,0,0,0
MS,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,3,1,0,0,1,0
MS,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,5,0,0,0,0,0
MS,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,3,Conselhos,2,0,0,0,0,0
MS,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,3,0,0,0,0,0
MS,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,7,Outros,2,0,0,0,0,0
MS,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,2,0,0,0,0,0
MS,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,1,0,0,0,0,0
MS,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,3,Conselhos,1,0,0,0,0,0
MS,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,4,Secretaria de Educação,1,0,0,0,0,0
MS,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,2,0,0,0,0,0
MS,Mestrado,7,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,1,1,1,0,0,0
MT,Médio Completo,2,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,7,1,0,0,0,1
MT,Médio Completo,2,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,1,0,0,0,0,0
MT,Médio Completo,2,Justiça e Práticas Restaurativas - 01/2016,7,Outros,2,1,1,0,0,0
MT,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,2,1,1,0,0,0
MT,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,1,1,0,0,0,1
MT,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,7,Outros,3,0,0,0,0,0
MT,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,26,16,11,2,1,2
MT,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,5,0,0,0,0,0
MT,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,4,Secretaria de Educação,1,1,0,1,0,0
MT,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,5,Secretaria de Saúde,1,0,0,0,0,0
MT,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,12,4,2,1,1,0
MT,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,7,Outros,9,1,0,1,0,0
MT,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,25,17,4,10,2,1
MT,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,2,1,0,0,0,1
MT,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,3,Conselhos,4,0,0,0,0,0
MT,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,4,Secretaria de Educação,1,0,0,0,0,0
MT,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,6,4,1,3,0,0
MT,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,7,Outros,4,0,0,0,0,0
MT,Mestrado,7,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,4,2,1,1,0,0
MT,Doutorado,9,Justiça e Práticas Restaurativas - 01/2016,7,Outros,1,0,0,0,0,0
PA,Médio Completo,2,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,2,0,0,0,0,0
PA,Médio Completo,2,Justiça e Práticas Restaurativas - 01/2016,7,Outros,1,0,0,0,0,0
PA,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,4,2,2,0,0,0
PA,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,2,1,1,0,0,0
PA,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,1,0,0,0,0,0
PA,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,7,Outros,3,0,0,0,0,0
PA,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,6,3,3,0,0,0
PA,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,10,3,2,1,0,0
PA,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,4,Secretaria de Educação,2,2,0,1,1,0
PA,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,4,0,0,0,0,0
PA,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,7,Outros,8,2,1,1,0,0
PA,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,6,3,0,1,2,0
PA,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,4,0,0,0,0,0
PA,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,3,Conselhos,3,0,0,0,0,0
PA,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,4,Secretaria de Educação,3,2,1,1,0,0
PA,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,4,1,0,1,0,0
PA,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,7,Outros,8,1,0,0,0,1
PA,Mestrando,6,Justiça e Práticas Restaurativas - 01/2016,4,Secretaria de Educação,1,0,0,0,0,0
PA,Mestrado,7,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,1,1,0,1,0,0
PA,Doutorando,8,Justiça e Práticas Restaurativas - 01/2016,7,Outros,1,0,0,0,0,0
PA,Doutorado,9,Justiça e Práticas Restaurativas - 01/2016,4,Secretaria de Educação,1,0,0,0,0,0
PB,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,2,0,0,0,0,0
PB,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,7,Outros,3,0,0,0,0,0
PB,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,7,4,2,2,0,0
PB,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,3,0,0,0,0,0
PB,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,3,Conselhos,1,0,0,0,0,0
PB,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,7,Outros,1,0,0,0,0,0
PB,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,4,0,0,0,0,0
PB,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,3,Conselhos,1,0,0,0,0,0
PB,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,4,Secretaria de Educação,1,0,0,0,0,0
PB,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,1,0,0,0,0,0
PB,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,7,Outros,2,1,0,1,0,0
PB,Mestrado,7,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
PB,Mestrado,7,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,2,0,0,0,0,0
PB,Doutorado,9,Justiça e Práticas Restaurativas - 01/2016,7,Outros,1,0,0,0,0,0
PE,Médio Completo,2,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
PE,Médio Completo,2,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,1,0,0,0,0,0
PE,Médio Completo,2,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,1,0,0,0,0,0
PE,Médio Completo,2,Justiça e Práticas Restaurativas - 01/2016,7,Outros,1,0,0,0,0,0
PE,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,4,0,0,0,0,0
PE,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,4,Secretaria de Educação,1,0,0,0,0,0
PE,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,1,0,0,0,0,0
PE,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,7,Outros,3,0,0,0,0,0
PE,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,23,7,2,2,2,1
PE,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,9,6,5,1,0,0
PE,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,4,0,0,0,0,0
PE,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,7,Outros,11,0,0,0,0,0
PE,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,23,9,5,3,0,1
PE,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,8,4,0,2,2,0
PE,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,4,Secretaria de Educação,1,0,0,0,0,0
PE,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,5,Secretaria de Saúde,1,0,0,0,0,0
PE,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,17,1,1,0,0,0
PE,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,7,Outros,8,1,0,1,0,0
PE,Mestrando,6,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,3,0,0,0,0,0
PE,Mestrado,7,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,3,1,0,1,0,0
PE,Mestrado,7,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,6,1,0,1,0,0
PE,Doutorando,8,Justiça e Práticas Restaurativas - 01/2016,4,Secretaria de Educação,1,0,0,0,0,0
PI,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
PI,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,2,0,0,0,0,0
PI,Superior Completo,4,Justiça e Práticas Restaurativas - 01/2016,7,Outros,3,0,0,0,0,0
PI,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
PI,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,3,Conselhos,1,0,0,0,0,0
PI,Especialista,5,Justiça e Práticas Restaurativas - 01/2016,7,Outros,1,0,0,0,0,0
PI,Mestrado,7,Justiça e Práticas Restaurativas - 01/2016,7,Outros,1,0,0,0,0,0
PR,Médio Completo,2,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,21,16,12,4,0,0
PR,Médio Completo,2,Justiça e Práticas Restaurativas - 01/2016,4,Secretaria de Educação,1,1,1,0,0,0
PR,Médio Completo,2,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,3,2,1,1,0,0
PR,Médio Completo,2,Justiça e Práticas Restaurativas - 01/2016,7,Outros,3,3,2,0,0,1
PR,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,1,Sistema Sinase - Unidades socioeducativas,23,22,8,10,3,1
PR,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,2,CREAS,6,3,2,0,0,1
PR,Estudante Superior,3,Justiça e Práticas Restaurativas - 01/2016,6,Sistema Justiça,3,1,0,1,0,0
