uf,escolaridade,curso,area_atuacao,inscritos,selecionados,nao_cert,certificados,abandonos,evasoes
PB,Especialista,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,1,0,0,0,0,0
PB,Especialista,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,4,0,0,0,0,0
PB,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,Outros,3,0,0,0,0,0
PB,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,2,0,0,0,0,0
PB,Mestrado,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,2,0,0,0,0,0
PB,Mestrado,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
PB,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Conselhos,1,0,0,0,0,0
PB,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,CREAS,3,0,0,0,0,0
PB,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Outros,1,0,0,0,0,0
PB,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,7,4,2,2,0,0
PE,Doutorando,Justiça e Práticas Restaurativas - 01/2016,Secretaria de Educação,1,0,0,0,0,0
PE,Especialista,Justiça e Práticas Restaurativas - 01/2016,CREAS,8,4,0,2,2,0
PE,Especialista,Justiça e Práticas Restaurativas - 01/2016,Outros,8,1,0,1,0,0
PE,Especialista,Justiça e Práticas Restaurativas - 01/2016,Secretaria de Educação,1,0,0,0,0,0
PE,Especialista,Justiça e Práticas Restaurativas - 01/2016,Secretaria de Saúde,1,0,0,0,0,0
PE,Especialista,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,17,1,1,0,0,0
PE,Especialista,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,23,9,5,3,0,1
PE,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,Outros,3,0,0,0,0,0
PE,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,Secretaria de Educação,1,0,0,0,0,0
PE,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,1,0,0,0,0,0
PE,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,4,0,0,0,0,0
PE,Mestrado,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,6,1,0,1,0,0
PE,Mestrado,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,3,1,0,1,0,0
PE,Mestrando,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,3,0,0,0,0,0
PE,Nível Médio,Justiça e Práticas Restaurativas - 01/2016,CREAS,1,0,0,0,0,0
PE,Nível Médio,Justiça e Práticas Restaurativas - 01/2016,Outros,1,0,0,0,0,0
PE,Nível Médio,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,1,0,0,0,0,0
PE,Nível Médio,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
PE,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,CREAS,9,6,5,1,0,0
PE,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Outros,11,0,0,0,0,0
PE,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,4,0,0,0,0,0
PE,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,23,7,2,2,2,1
PI,Especialista,Justiça e Práticas Restaurativas - 01/2016,Conselhos,1,0,0,0,0,0
PI,Especialista,Justiça e Práticas Restaurativas - 01/2016,Outros,1,0,0,0,0,0
PI,Especialista,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
PI,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
PI,Mestrado,Justiça e Práticas Restaurativas - 01/2016,Outros,1,0,0,0,0,0
PI,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Outros,3,0,0,0,0,0
PI,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,2,0,0,0,0,0
PR,Doutorando,Justiça e Práticas Restaurativas - 01/2016,Secretaria de Educação,1,1,0,1,0,0
PR,Doutorando,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
PR,Especialista,Justiça e Práticas Restaurativas - 01/2016,CREAS,25,11,4,7,0,0
PR,Especialista,Justiça e Práticas Restaurativas - 01/2016,Outros,17,6,1,4,1,0
PR,Especialista,Justiça e Práticas Restaurativas - 01/2016,Secretaria de Educação,1,0,0,0,0,0
PR,Especialista,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,9,4,0,3,1,0
PR,Especialista,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,72,54,12,42,0,0
PR,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,CREAS,6,3,2,0,0,1
PR,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,Outros,6,3,2,0,1,0
PR,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,3,1,0,1,0,0
PR,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,23,22,8,10,3,1
PR,Mestrado,Justiça e Práticas Restaurativas - 01/2016,Outros,3,2,0,1,1,0
PR,Mestrado,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,13,8,2,5,1,0
PR,Mestrando,Justiça e Práticas Restaurativas - 01/2016,Conselhos,1,0,0,0,0,0
PR,Mestrando,Justiça e Práticas Restaurativas - 01/2016,Secretaria de Educação,1,0,0,0,0,0
PR,Nível Médio,Justiça e Práticas Restaurativas - 01/2016,Outros,3,3,2,0,0,1
PR,Nível Médio,Justiça e Práticas Restaurativas - 01/2016,Secretaria de Educação,1,1,1,0,0,0
PR,Nível Médio,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,3,2,1,1,0,0
PR,Nível Médio,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,21,16,12,4,0,0
PR,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Conselhos,1,0,0,0,0,0
PR,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,CREAS,17,7,3,3,1,0
PR,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Outros,14,4,2,2,0,0
PR,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Secretaria de Educação,1,1,0,1,0,0
PR,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,11,9,2,6,0,1
PR,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,73,52,18,29,2,3
RJ,Doutorado,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,1,1,1,0,0,0
RJ,Doutorando,Justiça e Práticas Restaurativas - 01/2016,Outros,1,0,0,0,0,0
RJ,Doutorando,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
RJ,Especialista,Justiça e Práticas Restaurativas - 01/2016,Conselhos,1,0,0,0,0,0
RJ,Especialista,Justiça e Práticas Restaurativas - 01/2016,CREAS,8,3,1,2,0,0
RJ,Especialista,Justiça e Práticas Restaurativas - 01/2016,Outros,4,1,0,1,0,0
RJ,Especialista,Justiça e Práticas Restaurativas - 01/2016,Secretaria de Educação,2,1,0,1,0,0
RJ,Especialista,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,7,3,1,2,0,0
RJ,Especialista,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,35,16,6,8,2,0
RJ,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,Conselhos,4,1,0,0,0,1
RJ,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,Outros,9,4,2,2,0,0
RJ,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,Secretaria de Educação,6,5,1,4,0,0
RJ,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,40,34,14,11,5,4
RJ,Mestrado,Justiça e Práticas Restaurativas - 01/2016,Outros,1,0,0,0,0,0
RJ,Mestrado,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,2,0,0,0,0,0
RJ,Mestrado,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,8,4,1,2,0,1
RJ,Mestrando,Justiça e Práticas Restaurativas - 01/2016,CREAS,1,0,0,0,0,0
RJ,Mestrando,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,5,1,1,0,0,0
RJ,Nível Médio,Justiça e Práticas Restaurativas - 01/2016,Conselhos,1,0,0,0,0,0
RJ,Nível Médio,Justiça e Práticas Restaurativas - 01/2016,Secretaria de Educação,11,7,1,5,1,0
RJ,Nível Médio,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,49,37,7,28,1,1
RJ,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Conselhos,4,0,0,0,0,0
RJ,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,CREAS,20,4,1,3,0,0
RJ,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Outros,11,4,3,1,0,0
RJ,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Secretaria de Educação,16,9,3,5,1,0
RJ,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Secretaria de Saúde,1,0,0,0,0,0
RJ,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,8,2,1,1,0,0
RJ,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,88,56,12,38,3,3
RN,Especialista,Justiça e Práticas Restaurativas - 01/2016,Conselhos,2,0,0,0,0,0
RN,Especialista,Justiça e Práticas Restaurativas - 01/2016,CREAS,3,1,0,1,0,0
RN,Especialista,Justiça e Práticas Restaurativas - 01/2016,Outros,1,0,0,0,0,0
RN,Especialista,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,2,0,0,0,0,0
RN,Especialista,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,5,3,1,2,0,0
RN,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,Outros,1,0,0,0,0,0
RN,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,2,0,0,0,0,0
RN,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,7,1,0,1,0,0
RN,Mestrado,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,1,0,0,0,0,0
RN,Mestrando,Justiça e Práticas Restaurativas - 01/2016,Outros,1,0,0,0,0,0
RN,Mestrando,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
RN,Nível Médio,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,4,1,1,0,0,0
RN,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Conselhos,3,0,0,0,0,0
RN,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,CREAS,2,0,0,0,0,0
RN,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Outros,8,1,0,0,1,0
RN,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Secretaria de Educação,1,0,0,0,0,0
RN,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,21,9,1,7,0,1
RO,Especialista,Justiça e Práticas Restaurativas - 01/2016,Outros,3,0,0,0,0,0
RO,Especialista,Justiça e Práticas Restaurativas - 01/2016,Secretaria de Saúde,1,0,0,0,0,0
RO,Especialista,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,7,3,1,1,0,1
RO,Especialista,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,2,1,0,0,1,0
RO,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,Outros,4,0,0,0,0,0
RO,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,5,2,2,0,0,0
RO,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,2,1,0,0,1,0
RO,Mestrado,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,1,1,1,0,0,0
RO,Mestrando,Justiça e Práticas Restaurativas - 01/2016,Outros,2,0,0,0,0,0
RO,Nível Médio,Justiça e Práticas Restaurativas - 01/2016,Conselhos,1,0,0,0,0,0
RO,Nível Médio,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,1,0,0,0,0,0
RO,Nível Médio,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,4,2,1,1,0,0
RO,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Conselhos,1,0,0,0,0,0
RO,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,CREAS,4,1,1,0,0,0
RO,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Outros,12,0,0,0,0,0
RO,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Secretaria de Educação,1,1,1,0,0,0
RO,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,17,2,0,1,1,0
RO,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,10,4,2,2,0,0
RR,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Outros,2,0,0,0,0,0
RR,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,5,4,2,0,2,0
RS,Doutorado,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
RS,Doutorando,Justiça e Práticas Restaurativas - 01/2016,Outros,3,0,0,0,0,0
RS,Especialista,Justiça e Práticas Restaurativas - 01/2016,Conselhos,3,0,0,0,0,0
RS,Especialista,Justiça e Práticas Restaurativas - 01/2016,CREAS,14,4,0,2,1,1
RS,Especialista,Justiça e Práticas Restaurativas - 01/2016,Outros,11,2,1,0,0,1
RS,Especialista,Justiça e Práticas Restaurativas - 01/2016,Secretaria de Educação,4,1,0,0,1,0
RS,Especialista,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,9,6,4,2,0,0
RS,Especialista,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,46,29,13,14,0,2
RS,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,Conselhos,1,0,0,0,0,0
RS,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,CREAS,1,0,0,0,0,0
RS,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,Outros,5,2,1,0,1,0
RS,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,Secretaria de Educação,1,0,0,0,0,0
RS,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,5,4,0,3,1,0
RS,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,28,19,9,8,1,1
RS,Mestrado,Justiça e Práticas Restaurativas - 01/2016,CREAS,1,1,1,0,0,0
RS,Mestrado,Justiça e Práticas Restaurativas - 01/2016,Outros,3,1,0,1,0,0
RS,Mestrado,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,1,1,0,1,0,0
RS,Mestrado,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,8,6,0,6,0,0
RS,Mestrando,Justiça e Práticas Restaurativas - 01/2016,Outros,1,0,0,0,0,0
RS,Mestrando,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,2,0,0,0,0,0
RS,Nível Médio,Justiça e Práticas Restaurativas - 01/2016,CREAS,1,0,0,0,0,0
RS,Nível Médio,Justiça e Práticas Restaurativas - 01/2016,Outros,2,1,0,0,1,0
RS,Nível Médio,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,2,2,0,2,0,0
RS,Nível Médio,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,20,10,3,4,0,3
RS,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Conselhos,1,0,0,0,0,0
RS,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,CREAS,9,3,1,2,0,0
RS,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Outros,27,7,2,4,1,0
RS,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Secretaria de Educação,2,0,0,0,0,0
RS,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Secretaria de Saúde,1,0,0,0,0,0
RS,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,11,8,2,5,1,0
RS,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,72,60,14,25,9,12
SC,Doutorando,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,2,2,0,1,0,1
SC,Especialista,Justiça e Práticas Restaurativas - 01/2016,Conselhos,1,0,0,0,0,0
SC,Especialista,Justiça e Práticas Restaurativas - 01/2016,CREAS,9,3,1,2,0,0
SC,Especialista,Justiça e Práticas Restaurativas - 01/2016,Outros,5,1,0,1,0,0
SC,Especialista,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,23,2,0,1,1,0
SC,Especialista,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,11,2,0,2,0,0
SC,Mestrado,Justiça e Práticas Restaurativas - 01/2016,Outros,1,0,0,0,0,0
SC,Mestrado,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,4,1,0,1,0,0
SC,Mestrando,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,1,0,0,0,0,0
SC,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,CREAS,7,1,0,1,0,0
SC,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Outros,5,0,0,0,0,0
SC,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Secretaria de Saúde,1,0,0,0,0,0
SC,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,6,0,0,0,0,0
SC,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,8,1,0,1,0,0
SE,Doutorando,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,1,1,0,1,0,0
SE,Especialista,Justiça e Práticas Restaurativas - 01/2016,Conselhos,1,0,0,0,0,0
SE,Especialista,Justiça e Práticas Restaurativas - 01/2016,CREAS,9,1,1,0,0,0
SE,Especialista,Justiça e Práticas Restaurativas - 01/2016,Secretaria de Educação,1,0,0,0,0,0
SE,Especialista,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,4,0,0,0,0,0
SE,Especialista,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,9,2,1,1,0,0
SE,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,Conselhos,1,0,0,0,0,0
SE,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,CREAS,1,1,1,0,0,0
SE,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,4,2,2,0,0,0
SE,Mestrado,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,1,0,0,0,0,0
SE,Mestrando,Justiça e Práticas Restaurativas - 01/2016,Outros,1,1,1,0,0,0
SE,Mestrando,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,1,0,0,0,0,0
SE,Mestrando,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
SE,Nível Médio,Justiça e Práticas Restaurativas - 01/2016,Conselhos,2,0,0,0,0,0
SE,Nível Médio,Justiça e Práticas Restaurativas - 01/2016,Outros,1,1,1,0,0,0
SE,Nível Médio,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
SE,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Conselhos,3,0,0,0,0,0
SE,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,CREAS,7,2,1,0,0,1
SE,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Outros,7,2,0,2,0,0
SE,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Secretaria de Saúde,1,0,0,0,0,0
SE,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,5,0,0,0,0,0
SE,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,9,1,1,0,0,0
SP,Doutorado,Justiça e Práticas Restaurativas - 01/2016,CREAS,1,0,0,0,0,0
SP,Doutorado,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
SP,Doutorando,Justiça e Práticas Restaurativas - 01/2016,Outros,1,0,0,0,0,0
SP,Doutorando,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,1,0,0,0,0,0
SP,Especialista,Justiça e Práticas Restaurativas - 01/2016,Conselhos,1,0,0,0,0,0
SP,Especialista,Justiça e Práticas Restaurativas - 01/2016,CREAS,13,3,3,0,0,0
SP,Especialista,Justiça e Práticas Restaurativas - 01/2016,Outros,17,5,2,3,0,0
SP,Especialista,Justiça e Práticas Restaurativas - 01/2016,Secretaria de Educação,3,0,0,0,0,0
SP,Especialista,Justiça e Práticas Restaurativas - 01/2016,Secretaria de Saúde,3,1,0,1,0,0
SP,Especialista,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,10,3,0,1,1,1
SP,Especialista,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,60,34,10,23,1,0
SP,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,Conselhos,3,0,0,0,0,0
SP,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,CREAS,4,3,1,1,1,0
SP,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,Outros,12,0,0,0,0,0
SP,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,Secretaria de Educação,1,0,0,0,0,0
SP,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,7,3,2,0,0,1
SP,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,36,25,9,10,4,2
SP,Mestrado,Justiça e Práticas Restaurativas - 01/2016,CREAS,1,0,0,0,0,0
SP,Mestrado,Justiça e Práticas Restaurativas - 01/2016,Outros,2,1,0,1,0,0
SP,Mestrado,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,4,1,1,0,0,0
SP,Mestrado,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,14,10,2,8,0,0
SP,Mestrando,Justiça e Práticas Restaurativas - 01/2016,CREAS,2,2,0,2,0,0
SP,Mestrando,Justiça e Práticas Restaurativas - 01/2016,Outros,3,0,0,0,0,0
SP,Mestrando,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,3,3,1,1,1,0
SP,Nível Médio,Justiça e Práticas Restaurativas - 01/2016,Conselhos,1,0,0,0,0,0
SP,Nível Médio,Justiça e Práticas Restaurativas - 01/2016,Outros,6,4,3,0,0,1
SP,Nível Médio,Justiça e Práticas Restaurativas - 01/2016,Secretaria de Educação,1,0,0,0,0,0
SP,Nível Médio,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,2,1,0,1,0,0
SP,Nível Médio,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,67,46,20,19,4,3
SP,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Conselhos,7,0,0,0,0,0
SP,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,CREAS,28,15,5,5,3,2
SP,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Outros,46,15,5,6,1,3
SP,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Secretaria de Educação,10,1,0,0,0,1
SP,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Secretaria de Saúde,2,0,0,0,0,0
SP,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,20,10,3,6,0,1
SP,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,230,165,50,88,17,10
TO,Especialista,Justiça e Práticas Restaurativas - 01/2016,Conselhos,1,0,0,0,0,0
TO,Especialista,Justiça e Práticas Restaurativas - 01/2016,Sistema Justiça,1,0,0,0,0,0
TO,Especialista,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,2,1,1,0,0,0
TO,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,CREAS,2,0,0,0,0,0
TO,Estudante Superior,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,3,0,0,0,0,0
TO,Mestrado,Justiça e Práticas Restaurativas - 01/2016,Conselhos,2,0,0,0,0,0
TO,Mestrado,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,1,0,0,0,0,0
TO,Mestrando,Justiça e Práticas Restaurativas - 01/2016,Outros,1,0,0,0,0,0
TO,Nível Médio,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,3,0,0,0,0,0
TO,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Conselhos,2,0,0,0,0,0
TO,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,CREAS,3,0,0,0,0,0
TO,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Outros,1,0,0,0,0,0
TO,Superior Completo,Justiça e Práticas Restaurativas - 01/2016,Sistema Sinase - Unidades socioeducativas,4,1,0,1,0,0
AC,Especialista,Justiça e Práticas Restaurativas - 02/2016,CREAS,1,1,0,1,0,0
AC,Especialista,Justiça e Práticas Restaurativas - 02/2016,Secretaria de Saúde,1,1,1,0,0,0
AC,Especialista,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,1,1,1,0,0,0
AC,Estudante Superior,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,1,1,1,0,0,0
AC,Mestrado,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
AC,Nível Médio,Justiça e Práticas Restaurativas - 02/2016,Outros,1,1,0,0,0,1
AC,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Outros,1,1,0,1,0,0
AC,Superior Completo,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,2,2,0,1,0,1
AL,Especialista,Justiça e Práticas Restaurativas - 02/2016,CREAS,3,3,0,2,0,1
AL,Especialista,Justiça e Práticas Restaurativas - 02/2016,Secretaria de Educação,1,1,0,0,0,1
AL,Especialista,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,0,0,1
AL,Estudante Superior,Justiça e Práticas Restaurativas - 02/2016,CREAS,2,2,1,0,1,0
AL,Estudante Superior,Justiça e Práticas Restaurativas - 02/2016,Secretaria de Educação,1,1,0,0,1,0
AL,Estudante Superior,Justiça e Práticas Restaurativas - 02/2016,Sistema Sinase - Unidades socioeducativas,3,3,1,1,1,0
